"EFORSCDCID","ReportingState","ReportingCounty","FirstIll","LastIll","FirstExposure","LastExposure","Illnesses","Hospitalizations","Deaths","Genus1","Genus2","Genus3","Genus4","Genus5","Genus6","Species1","Species2","Species3","Species4","Species5","Species6","Serotype1","Serotype2","Serotype3","Serotype4","Serotype5","Serotype6","Confirmed1","Confirmed2","Confirmed3","Confirmed4","Confirmed5","Confirmed6","WhereEaten1","WhereEaten2","WhereEaten3","WhereEaten4","WhereEaten5","WhereEaten6","WhereEaten7","CommodityGroup"
231,"Texas","Wood","1998-05-15T00:00:00Z",,,,50,,,"Clostridium",,,,,,"perfringens",,,,,,,,,,,,1,".",".",".",".",".",,,,,,,,">1 commodity"
232,"Texas","Scurry","1998-04-15T00:00:00Z",,,,18,,,"Other bacterial",,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli",,,,,,,"unknown commodity"
233,"Texas","Smith","1998-04-15T00:00:00Z",,,,15,,,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".",,,,,,,,"Beef"
235,"Texas","Dallas","1998-03-15T00:00:00Z",,,,78,,,"Other viral",,,,,,,,,,,,,,,,,,0,".",".",".",".",".",,,,,,,,"unknown commodity"
238,"Texas","Tyler","1998-02-15T00:00:00Z",,,,22,,,"Staphylococcus",,,,,,"aureus",,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli",,,,,,,">1 commodity Food"
239,"Texas","Henderson","1998-01-15T00:00:00Z",,,,218,,,"Staphylococcus",,,,,,"aureus",,,,,,,,,,,,0,".",".",".",".",".",,,,,,,,"Poultry"
240,"Texas","Denton","1999-06-09T00:00:00Z",,"1999-06-09T00:00:00Z",,55,,0,"Escherichia",,,,,,"coli, Shiga toxin-producing",,,,,,"O111",,,,,,1,".",".",".",".",".","Camp",,,,,,,"unknown commodity"
241,"Texas","Wichita","1999-10-16T00:00:00Z",,,,34,,,"Clostridium",,,,,,"perfringens",,,,,,,,,,,,1,".",".",".",".",".","Other (please describe in the Remarks section)",,,,,,,"Poultry"
242,"Texas","Dallas","1999-11-04T00:00:00Z",,"1999-11-04T00:00:00Z","1999-11-04T00:00:00Z",55,,,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","School",,,,,,,">1 commodity Food"
243,"Texas","Dallas","1999-09-09T00:00:00Z",,"1999-09-09T00:00:00Z","1999-09-09T00:00:00Z",32,,,"Yersinia",,,,,,"enterocolitica",,,,,,,,,,,,1,".",".",".",".",".","Workplace, not cafeteria",,,,,,,"Pork"
244,"Texas","Eastland","1999-07-15T00:00:00Z",,,,76,,,"Hepatitis",,,,,,"A",,,,,,,,,,,,1,".",".",".",".",".","Restaurant or deli","Day care center",,,,,,"unknown commodity"
245,"Texas","Lubbock","1999-07-10T00:00:00Z",,"1999-07-10T00:00:00Z","1999-07-17T00:00:00Z",75,,,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Camp",,,,,,,"unknown commodity"
246,"Texas","Dallas","1999-07-17T00:00:00Z",,"1999-07-17T00:00:00Z","1999-07-17T00:00:00Z",7,7,0,"Salmonella",,,,,,"enterica",,,,,,"Javiana",,,,,,1,".",".",".",".",".","Restaurant or deli",,,,,,,"Poultry"
247,"Texas","Galveston","1999-05-15T00:00:00Z",,,,10,,,"Escherichia",,,,,,"coli, Shiga toxin-producing",,,,,,"O157:H7",,,,,,1,".",".",".",".",".",,,,,,,,">1 commodity Food"
248,"Texas","Dallas","1999-04-18T00:00:00Z",,"1999-04-17T00:00:00Z","1999-04-19T00:00:00Z",81,,,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,0,".",".",".",".",".","Other (please describe in the Remarks section)",,,,,,,"Poultry"
249,"Texas","Collin","1999-03-15T00:00:00Z",,,,57,,,"Hepatitis",,,,,,"A",,,,,,,,,,,,1,".",".",".",".",".","Restaurant or deli",,,,,,,"unknown commodity"
250,"Texas","Dallas","1999-03-15T00:00:00Z",,,,121,,,"Hepatitis",,,,,,"A",,,,,,,,,,,,1,".",".",".",".",".","Restaurant or deli",,,,,,,"unknown commodity"
251,"Tennessee","Madison","1998-05-16T00:00:00Z",,"1998-05-15T00:00:00Z","1998-05-15T00:00:00Z",264,12,0,"Salmonella",,,,,,"enterica",,,,,,"Baildon",,,,,,1,".",".",".",".",".","Restaurant or deli",,,,,,,">1 commodity Food"
252,"Tennessee","Knox","1999-12-18T00:00:00Z",,"1999-12-18T00:00:00Z","1999-12-18T00:00:00Z",56,,,"Bacillus",,,,,,"cereus",,,,,,,,,,,,0,".",".",".",".",".","Private home",,,,,,,"Beef"
253,"Tennessee","Davidson","1999-11-16T00:00:00Z",,"1999-11-15T00:00:00Z","1999-11-15T00:00:00Z",42,0,0,"Calicivirus",,,,,,"norovirus",,,,,,"Genogroup II (GII) , non typeable by GII probes",,,,,,1,".",".",".",".",".","Other (please describe in the Remarks section)",,,,,,,"Fruits-Nuts"
254,"Tennessee","Williamson","1999-04-28T00:00:00Z",,,,30,2,0,"Escherichia",,,,,,"coli, Shiga toxin-producing",,,,,,"O157:H7",,,,,,1,".",".",".",".",".","School",,,,,,,"unknown commodity"
255,"Tennessee","Haywood","1999-06-16T00:00:00Z",,"1999-06-16T00:00:00Z","1999-06-16T00:00:00Z",7,0,0,"Staphylococcus",,,,,,"aureus",,,,,,,,,,,,0,".",".",".",".",".","Church, temple, etc",,,,,,,"unknown commodity"
256,"Tennessee","Bedford","1999-11-30T00:00:00Z",,"1999-11-28T00:00:00Z","1999-12-01T00:00:00Z",11,0,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli",,,,,,,"unknown commodity"
258,"Tennessee","Gibson","1999-03-16T00:00:00Z",,"1999-03-16T00:00:00Z","1999-03-16T00:00:00Z",50,0,0,"Staphylococcus",,,,,,"aureus",,,,,,,,,,,,1,".",".",".",".",".","School",,,,,,,"Beef"
259,"Tennessee","Hamilton","1999-07-02T00:00:00Z",,"1999-07-01T00:00:00Z","1999-07-01T00:00:00Z",21,3,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli",,,,,,,"Pork"
260,"Tennessee","Henderson","1999-04-25T00:00:00Z",,"1999-04-25T00:00:00Z","1999-04-25T00:00:00Z",19,0,0,"Staphylococcus",,,,,,"aureus",,,,,,,,,,,,1,".",".",".",".",".","Church, temple, etc",,,,,,,">1 commodity Food"
261,"South Dakota","Hutchinson","1998-07-15T00:00:00Z",,"1998-07-06T00:00:00Z","1998-07-20T00:00:00Z",6,1,0,"Campylobacter",,,,,,"jejuni",,,,,,,,,,,,1,".",".",".",".",".","Private home",,,,,,,"Dairy"
262,"South Dakota","Minnehaha","1998-05-30T00:00:00Z",,"1998-05-30T00:00:00Z","1998-05-30T00:00:00Z",10,0,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli",,,,,,,">1 commodity"
263,"South Carolina","Anderson","1998-12-20T00:00:00Z",,"1998-12-20T00:00:00Z","1998-12-20T00:00:00Z",35,,0,"Staphylococcus",,,,,,"aureus",,,,,,,,,,,,1,".",".",".",".",".","Other (please describe in the Remarks section)",,,,,,,">1 commodity"
264,"South Carolina","Anderson","1998-12-09T00:00:00Z",,"1998-12-09T00:00:00Z","1998-12-09T00:00:00Z",12,1,0,"Staphylococcus",,,,,,"aureus",,,,,,,,,,,,1,".",".",".",".",".","Other (please describe in the Remarks section)",,,,,,,"Pork"
265,"South Carolina","Charleston","1999-05-20T00:00:00Z",,"1999-05-20T00:00:00Z","1999-05-22T00:00:00Z",17,,,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli",,,,,,,"unknown commodity"
266,"South Carolina",,"1999-04-21T00:00:00Z",,"1999-04-21T00:00:00Z","1999-04-21T00:00:00Z",15,,,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","School",,,,,,,"unknown commodity"
267,"Rhode Island","Providence","1999-08-15T00:00:00Z",,"1999-08-15T00:00:00Z",,33,0,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli",,,,,,,"unknown commodity"
268,"Rhode Island","Washington","1999-05-16T00:00:00Z",,"1999-05-15T00:00:00Z","1999-05-15T00:00:00Z",56,1,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli",,,,,,,"Leafy"
269,"Pennsylvania","Cumberland","1999-11-28T00:00:00Z",,"1999-11-28T00:00:00Z",,12,0,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli",,,,,,,"unknown commodity"
270,"Pennsylvania","Lebanon","1999-12-26T00:00:00Z",,"1999-12-26T00:00:00Z","1999-12-26T00:00:00Z",10,,,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Private home",,,,,,,">1 commodity"
272,"Pennsylvania","Washington","1999-12-14T00:00:00Z",,,,12,,,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli",,,,,,,"unknown commodity"
273,"Pennsylvania","Lebanon","1999-12-07T00:00:00Z",,,,44,0,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Other (please describe in the Remarks section)",,,,,,,">1 commodity"
274,"Pennsylvania","Chester","1999-12-05T00:00:00Z",,"1999-12-05T00:00:00Z","1999-12-05T00:00:00Z",10,0,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli",,,,,,,">1 commodity"
275,"Pennsylvania","Dauphin","1999-12-01T00:00:00Z",,,,6,0,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli",,,,,,,"unknown commodity"
276,"Pennsylvania","Cumberland","1999-11-26T00:00:00Z",,"1999-11-26T00:00:00Z",,7,0,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli",,,,,,,"unknown commodity"
277,"Pennsylvania","Washington","1999-11-25T00:00:00Z",,"1999-11-25T00:00:00Z","1999-11-25T00:00:00Z",125,1,0,"Clostridium",,,,,,"perfringens",,,,,,,,,,,,1,".",".",".",".",".","Restaurant or deli",,,,,,,">1 commodity Food"
278,"Pennsylvania","Lancaster","1999-11-25T00:00:00Z",,"1999-11-24T00:00:00Z",,16,4,,"Salmonella",,,,,,"enterica",,,,,,"Enteritidis",,,,,,1,".",".",".",".",".","Private home",,,,,,,">1 commodity Food"
280,"Pennsylvania","York","1999-11-10T00:00:00Z",,,,32,0,0,"Clostridium",,,,,,"perfringens",,,,,,,,,,,,0,".",".",".",".",".","Other (please describe in the Remarks section)",,,,,,,"Beef"
281,"Pennsylvania","Chester","1999-10-24T00:00:00Z",,"1999-10-24T00:00:00Z","1999-10-24T00:00:00Z",34,0,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Other (please describe in the Remarks section)",,,,,,,"unknown commodity"
282,"Pennsylvania","Lebanon","1999-10-04T00:00:00Z",,"1999-10-03T00:00:00Z","1999-10-03T00:00:00Z",85,1,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Church, temple, etc",,,,,,,"unknown commodity"
284,"Pennsylvania","Northumberland","1999-09-06T00:00:00Z",,,,6,0,0,"Salmonella",,,,,,"enterica",,,,,,"Stanley",,,,,,1,".",".",".",".",".",,,,,,,,"unknown commodity"
285,"Pennsylvania","Westmoreland","1999-08-29T00:00:00Z","1999-08-31T00:00:00Z",,,8,1,0,"Salmonella",,,,,,"enterica",,,,,,"Enteritidis",,,,,,1,".",".",".",".",".","Restaurant or deli",,,,,,,"unknown commodity"
286,"Pennsylvania","Dauphin","1999-08-11T00:00:00Z",,,,14,,,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,0,".",".",".",".",".","School",,,,,,,">1 commodity"
287,"Pennsylvania","Dauphin","1999-08-08T00:00:00Z",,"1999-08-08T00:00:00Z",,24,1,0,"Clostridium",,,,,,"perfringens",,,,,,,,,,,,1,".",".",".",".",".","Picnic",,,,,,,"Beef"
289,"Pennsylvania","Clearfield","1999-06-30T00:00:00Z",,,,23,,,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Day care center",,,,,,,"unknown commodity"
290,"Pennsylvania","Westmoreland","1999-06-18T00:00:00Z",,,,15,,,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli",,,,,,,"unknown commodity"
291,"Pennsylvania","Philadelphia","1999-06-17T00:00:00Z",,,,6,0,0,"Staphylococcus",,,,,,"aureus",,,,,,,,,,,,0,".",".",".",".",".","Hospital",,,,,,,"unknown commodity"
293,"Pennsylvania","Montgomery","1999-06-08T00:00:00Z",,,,11,0,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Other (please describe in the Remarks section)",,,,,,,"unknown commodity"
294,"Pennsylvania","Montgomery","1999-05-23T00:00:00Z",,,,33,,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Picnic",,,,,,,"unknown commodity"
295,"Pennsylvania","Lawrence","1999-05-20T00:00:00Z",,,,54,,,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,0,".",".",".",".",".","Private home","Restaurant or deli",,,,,,"unknown commodity"
296,"Pennsylvania","Lancaster","1999-05-08T00:00:00Z",,,,25,,,"Salmonella",,,,,,"enterica",,,,,,"Heidelberg",,,,,,1,".",".",".",".",".","Private home",,,,,,,">1 commodity Food"
297,"Pennsylvania","Philadelphia","1999-05-07T00:00:00Z",,"1999-05-06T00:00:00Z","1999-05-07T00:00:00Z",13,,,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","School",,,,,,,"unknown commodity"
298,"Pennsylvania","Blair","1999-05-06T00:00:00Z",,,,21,,,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,0,".",".",".",".",".","School",,,,,,,"unknown commodity"
299,"Pennsylvania","Berks","1999-05-03T00:00:00Z",,,,10,0,0,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,0,".",".",".",".",".","Other (please describe in the Remarks section)",,,,,,,"unknown commodity"
300,"Pennsylvania","Montgomery","1999-05-02T00:00:00Z",,,,28,,,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Other (please describe in the Remarks section)",,,,,,,"unknown commodity"
301,"Pennsylvania","Franklin","1999-04-25T00:00:00Z",,"1999-04-24T00:00:00Z","1999-04-25T00:00:00Z",43,0,0,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli",,,,,,,"Fruits-Nuts"
302,"Pennsylvania","Erie","1999-04-11T00:00:00Z",,,,16,,,"Other viral",,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli",,,,,,,">1 commodity Food"
303,"Pennsylvania","Venango","1999-04-01T00:00:00Z",,,,31,0,0,"Clostridium",,,,,,"perfringens",,,,,,,,,,,,1,".",".",".",".",".","Camp",,,,,,,">1 commodity Food"
304,"Pennsylvania","Philadelphia","1999-03-11T00:00:00Z",,"1999-03-11T00:00:00Z",,9,0,0,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,0,".",".",".",".",".","Hospital",,,,,,,"unknown commodity"
305,"Pennsylvania","Philadelphia","1999-03-10T00:00:00Z",,"1999-03-10T00:00:00Z","1999-03-10T00:00:00Z",8,0,0,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,0,".",".",".",".",".","Hospital",,,,,,,"unknown commodity"
306,"Pennsylvania","Luzerne","1999-02-06T00:00:00Z",,,,104,5,0,"Salmonella",,,,,,"enterica",,,,,,"Hadar",,,,,,1,".",".",".",".",".","Other (please describe in the Remarks section)",,,,,,,"Poultry"
308,"Oregon",,"1998-10-09T00:00:00Z",,,,6,,,"Salmonella",,,,,,"enterica",,,,,,"Stanley",,,,,,1,".",".",".",".",".","School",,,,,,,"unknown commodity"
311,"Oregon","Jackson","1999-06-14T00:00:00Z",,"1999-06-13T00:00:00Z","1999-06-14T00:00:00Z",55,0,0,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,1,".",".",".",".",".","Restaurant or deli",,,,,,,"unknown commodity"
313,"Oregon","Jefferson","1998-11-28T00:00:00Z","1998-11-29T00:00:00Z","1998-11-27T00:00:00Z",,22,1,0,"Salmonella","Campylobacter",,,,,"enterica","jejuni",,,,,"Typhimurium",,,,,,1,0,".",".",".",".","Private home",,,,,,,"Poultry"
314,"Oregon","Coos","1998-12-25T00:00:00Z",,"1998-12-24T00:00:00Z","1998-12-24T00:00:00Z",9,0,0,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,0,".",".",".",".",".","Private home",,,,,,,"Mollusk"
315,"Oregon",,"1998-08-27T00:00:00Z",,,,42,0,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","School",,,,,,,"unknown commodity"
316,"Oregon","Malheur","1998-07-17T00:00:00Z","1998-07-20T00:00:00Z","1998-07-17T00:00:00Z","1998-07-18T00:00:00Z",150,0,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Private home",,,,,,,"Beef"
317,"Oregon","Lane","1998-05-16T00:00:00Z","1998-05-18T00:00:00Z","1998-05-16T00:00:00Z","1998-05-17T00:00:00Z",20,0,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli",,,,,,,"unknown commodity"
318,"Oregon","Umatilla","1998-04-23T00:00:00Z",,,,16,0,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli",,,,,,,"Pork"
320,"Oregon","Clatsop","1998-02-20T00:00:00Z",,,,29,2,0,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,0,".",".",".",".",".","Nursing home",,,,,,,"unknown commodity"
322,"Oregon","Linn","1998-01-02T00:00:00Z",,,,8,0,0,"Salmonella",,,,,,"enterica",,,,,,"Typhimurium",,,,,,1,".",".",".",".",".",,,,,,,,"Dairy"
323,"Oregon","Umatilla","1998-10-11T00:00:00Z",,,,57,0,0,"Shigella",,,,,,"sonnei",,,,,,,,,,,,1,".",".",".",".",".","School",,,,,,,"unknown commodity"
324,"Oregon","Yamhill","1998-05-18T00:00:00Z","1998-05-19T00:00:00Z","1998-05-18T00:00:00Z","1998-05-18T00:00:00Z",9,0,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli",,,,,,,"unknown commodity"
325,"Oregon","Washington","1998-03-28T00:00:00Z","1998-04-02T00:00:00Z","1998-03-27T00:00:00Z",,28,1,0,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli",,,,,,,"unknown commodity"
326,"Oregon","Marion","1998-07-26T00:00:00Z","1998-07-28T00:00:00Z",,,36,0,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Other (please describe in the Remarks section)",,,,,,,">1 commodity"
327,"Oregon","Umatilla","1998-07-03T00:00:00Z",,,,8,1,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Private home",,,,,,,"unknown commodity"
328,"Oregon","Klamath","1999-01-24T00:00:00Z",,"1999-01-23T00:00:00Z","1999-01-23T00:00:00Z",11,0,0,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,1,".",".",".",".",".","Private home",,,,,,,">1 commodity Food"
329,"Oregon","Clackamas","1999-12-28T00:00:00Z",,"1999-12-26T00:00:00Z","1999-12-28T00:00:00Z",8,0,0,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,1,".",".",".",".",".","Private home",,,,,,,">1 commodity"
330,"Oregon","Josephine","1999-12-13T00:00:00Z",,"1999-12-11T00:00:00Z","1999-12-11T00:00:00Z",12,0,0,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,1,".",".",".",".",".","Private home",,,,,,,">1 commodity Food"
331,"Oregon","Washington","1999-12-12T00:00:00Z",,"1999-12-11T00:00:00Z","1999-12-13T00:00:00Z",22,0,0,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,1,".",".",".",".",".","Other (please describe in the Remarks section)",,,,,,,"unknown commodity"
333,"Oregon","Multnomah","1999-09-21T00:00:00Z",,"1999-09-21T00:00:00Z","1999-09-21T00:00:00Z",39,,,"Clostridium",,,,,,"perfringens",,,,,,,,,,,,0,".",".",".",".",".","Workplace, not cafeteria",,,,,,,"unknown commodity"
334,"Oregon","Multnomah","1999-09-19T00:00:00Z",,"1999-09-17T00:00:00Z","1999-09-18T00:00:00Z",11,0,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Fair, festival, temporary mobile service",,,,,,,"unknown commodity"
335,"Oregon","Multnomah","1999-09-15T00:00:00Z",,"1999-09-15T00:00:00Z","1999-09-15T00:00:00Z",87,0,0,"Clostridium",,,,,,"perfringens",,,,,,,,,,,,1,".",".",".",".",".","Workplace, not cafeteria",,,,,,,">1 commodity"
336,"Oregon","Linn","1999-09-02T00:00:00Z",,,,45,0,0,"Calicivirus",,,,,,"norovirus",,,,,,"GII / undefined cluster by sequence",,,,,,1,".",".",".",".",".","Nursing home",,,,,,,"unknown commodity"
337,"Oregon","Multnomah","1999-08-22T00:00:00Z",,"1999-08-21T00:00:00Z",,10,0,0,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,1,".",".",".",".",".","Restaurant or deli",,,,,,,"unknown commodity"
338,"Oregon","Curry","1999-08-18T00:00:00Z",,"1999-08-18T00:00:00Z","1999-08-18T00:00:00Z",7,0,0,"Scombroid toxin",,,,,,,,,,,,,,,,,,1,".",".",".",".",".","Grocery store",,,,,,,"Finfish"
339,"Oregon","Jackson","1999-08-16T00:00:00Z",,,,50,0,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli",,,,,,,">1 commodity Food"
340,"Oregon","Lincoln","1999-08-07T00:00:00Z",,"1999-08-06T00:00:00Z","1999-08-07T00:00:00Z",12,0,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Private home",,,,,,,">1 commodity Food"
341,"Oregon","Umatilla","1999-08-03T00:00:00Z",,"1999-08-03T00:00:00Z","1999-08-03T00:00:00Z",17,0,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli",,,,,,,"unknown commodity"
342,"Oregon","Klamath","1999-07-25T00:00:00Z",,"1999-07-24T00:00:00Z","1999-07-24T00:00:00Z",13,0,0,"Clostridium",,,,,,"perfringens",,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli",,,,,,,"Beef"
343,"Oregon","Marion","1999-07-19T00:00:00Z",,"1999-07-18T00:00:00Z","1999-07-18T00:00:00Z",44,0,0,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,1,".",".",".",".",".","Restaurant or deli",,,,,,,">1 commodity"
344,"Oregon","Linn","1999-07-11T00:00:00Z",,"1999-07-11T00:00:00Z","1999-07-16T00:00:00Z",187,0,0,"Calicivirus",,,,,,"norovirus",,,,,,"GI / Norwalk cluster",,,,,,1,".",".",".",".",".","Camp",,,,,,,"unknown commodity"
345,"Oregon","Lincoln","1999-07-07T00:00:00Z",,"1999-07-06T00:00:00Z","1999-07-07T00:00:00Z",43,0,0,"Calicivirus",,,,,,"norovirus",,,,,,"Genogroup I (GI), non typeable by GI probes",,,,,,1,".",".",".",".",".","Restaurant or deli",,,,,,,">1 commodity Food"
346,"Oregon","Multnomah","1999-04-17T00:00:00Z",,,,20,2,0,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Nursing home",,,,,,,"unknown commodity"
347,"Oregon","Clatsop","1999-04-07T00:00:00Z",,,,21,2,0,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,1,".",".",".",".",".","Nursing home",,,,,,,"unknown commodity"
348,"Oregon","Jackson","1998-09-09T00:00:00Z","1998-09-10T00:00:00Z","1998-09-05T00:00:00Z","1998-09-05T00:00:00Z",250,0,0,"Clostridium",,,,,,"perfringens",,,,,,,,,,,,0,".",".",".",".",".","Other (please describe in the Remarks section)",,,,,,,"Beef"
351,"Oklahoma",,"1998-06-08T00:00:00Z",,"1998-06-07T00:00:00Z","1998-06-29T00:00:00Z",8,1,0,"Vibrio",,,,,,"parahaemolyticus",,,,,,,,,,,,1,".",".",".",".",".","Restaurant or deli",,,,,,,"Mollusk"
352,"Oklahoma","Tulsa","1999-10-06T00:00:00Z",,"1999-10-02T00:00:00Z","1999-10-13T00:00:00Z",25,6,0,"Escherichia",,,,,,"coli, Shiga toxin-producing",,,,,,"O157:H7",,,,,,1,".",".",".",".",".","Private home",,,,,,,"Fruits-Nuts"
353,"Ohio","Hamilton","1999-12-15T00:00:00Z",,"1999-12-14T00:00:00Z","1999-12-14T00:00:00Z",30,0,0,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,1,".",".",".",".",".","Restaurant or deli",,,,,,,">1 commodity Food"
354,"Ohio","Wood","1999-07-04T00:00:00Z",,"1999-07-03T00:00:00Z","1999-07-04T00:00:00Z",6,,,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,1,".",".",".",".",".","Restaurant or deli",,,,,,,"unknown commodity"
356,"Ohio","Franklin","1999-07-12T00:00:00Z",,"1999-07-11T00:00:00Z","1999-07-11T00:00:00Z",30,,,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Other (please describe in the Remarks section)",,,,,,,"unknown commodity"
357,"Ohio","Wyandot","1999-04-04T00:00:00Z",,"1999-04-03T00:00:00Z","1999-04-03T00:00:00Z",12,0,0,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,0,".",".",".",".",".","Private home",,,,,,,"unknown commodity"
358,"Ohio","Cuyahoga","1999-12-17T00:00:00Z",,,,18,,,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli",,,,,,,"unknown commodity"
359,"Ohio","Medina","1999-02-06T00:00:00Z",,,,12,,,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Restaurant or deli","Private home",,,,,,"unknown commodity"
362,"Ohio","Butler","1999-12-02T00:00:00Z",,"1999-12-01T00:00:00Z","1999-12-01T00:00:00Z",16,0,0,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,1,".",".",".",".",".","Restaurant or deli",,,,,,,"unknown commodity"
363,"Ohio",,"1998-12-28T00:00:00Z",,,,6,,,"Calicivirus",,,,,,"norovirus",,,,,,"Genogroup II (GII) , non typeable by GII probes",,,,,,1,".",".",".",".",".","Restaurant or deli",,,,,,,"unknown commodity"
364,"Ohio","Cuyahoga","1999-10-22T00:00:00Z",,"1999-10-21T00:00:00Z","1999-10-23T00:00:00Z",245,0,0,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,1,".",".",".",".",".","Restaurant or deli",,,,,,,">1 commodity Food"
366,"Ohio","Trumbull","1999-05-23T00:00:00Z",,"1999-05-23T00:00:00Z","1999-05-23T00:00:00Z",66,0,0,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,1,".",".",".",".",".","Restaurant or deli",,,,,,,"unknown commodity"
371,"Ohio","Hamilton","1999-09-05T00:00:00Z",,"1999-09-03T00:00:00Z","1999-09-06T00:00:00Z",63,1,,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,1,".",".",".",".",".","Restaurant or deli",,,,,,,">1 commodity Food"
372,"Ohio","Wyandot","1999-08-22T00:00:00Z",,"1999-08-22T00:00:00Z","1999-08-22T00:00:00Z",55,,,"Clostridium",,,,,,"perfringens",,,,,,,,,,,,1,".",".",".",".",".",,,,,,,,"Beef"
374,"Ohio","Butler","1999-09-04T00:00:00Z",,"1999-09-04T00:00:00Z","1999-09-05T00:00:00Z",39,,0,"Calicivirus",,,,,,"norovirus",,,,,,,,,,,,0,".",".",".",".",".","Fair, festival, temporary mobile service",,,,,,,"unknown commodity"
377,"Ohio","Hamilton","1999-11-26T00:00:00Z",,,,10,,,,,,,,,,,,,,,,,,,,,0,".",".",".",".",".","Private home",,,,,,,"Poultry"
